,,Pais,Liga,Jogador,Time,Temporada,ass,gols,rank,Ano_inicio
2353,,Italy,SerieA,Federico Viviani,SPAL 2013 Ferrara,2017-2018,3,3,,2017
2354,,Finland,SerieA,Përparim Hetemaj,Chievo Verona,2017-2018,3,3,,2017
2355,,Italy,SerieA,Daniel Bessa,Hellas VeronaGenoa CFC,2017-2018,3,3,,2017
2356,,Uruguay,SerieA,Diego Laxalt,Genoa CFC,2017-2018,3,3,,2017
2357,,Italy,SerieA,Davide Faraoni,FC Crotone,2017-2018,4,2,,2017
2358,,Italy,SerieA,Jorginho,SSC Napoli,2017-2018,4,2,,2017
2359,,Portugal,SerieA,Mário Rui,SSC Napoli,2017-2018,4,2,,2017
2360,,Italy,SerieA,Danilo D'Ambrosio,Inter,2017-2018,4,2,,2017
2361,,Romania,SerieA,Adrian Stoian,FC Crotone,2017-2018,4,2,,2017
2362,,Brazil,SerieA,Rafinha,Inter,2017-2018,4,2,,2017
2363,,Brazil,SerieA,Diego Farias,Cagliari Calcio,2017-2018,5,1,,2017
2364,,Italy,SerieA,Cristiano Biraghi,ACF Fiorentina,2017-2018,5,1,,2017
2365,,Italy,SerieA,Alessandro Florenzi,AS Roma,2017-2018,5,1,,2017
2366,,Poland,SerieA,Mariusz Stępiński,Chievo Verona,2017-2018,0,5,108.,2017
2367,,Uruguay,SerieA,Martín Cáceres,Lazio RomaHellas Verona,2017-2018,1,4,,2017
2368,,Senegal,SerieA,M'Baye Niang,Torino FC,2017-2018,1,4,,2017
2369,,Uruguay,SerieA,Lucas Torreira,Sampdoria,2017-2018,1,4,,2017
2370,,France,SerieA,Seko Fofana,Udinese Calcio,2017-2018,2,3,,2017
2371,,Bulgaria,SerieA,Andrey Galabinov,Genoa CFC,2017-2018,2,3,,2017
2372,,Gambia,SerieA,Musa Barrow,Atalanta,2017-2018,2,3,,2017
2373,,Uruguay,SerieA,Matías Vecino,Inter,2017-2018,2,3,,2017
2374,,Poland,SerieA,Karol Linetty,Sampdoria,2017-2018,2,3,,2017
2375,,Switzerland,SerieA,Silvan Widmer,Udinese Calcio,2017-2018,2,3,,2017
2376,,Italy,SerieA,Enrico Brignola,Benevento Calcio,2017-2018,2,3,,2017
2377,,Italy,SerieA,Alberto Grassi,SPAL 2013 Ferrara,2017-2018,2,3,,2017
2378,,Netherlands,SerieA,Marten de Roon,Atalanta,2017-2018,2,3,,2017
2379,,Brazil,SerieA,Lucas Leiva,Lazio Roma,2017-2018,3,2,,2017
2380,,Algeria,SerieA,Faouzi Ghoulam,SSC Napoli,2017-2018,3,2,,2017
2381,,Italy,SerieA,Luca Cigarini,Cagliari Calcio,2017-2018,3,2,,2017
2382,,Italy,SerieA,Fabio Borini,AC Milan,2017-2018,3,2,,2017
2383,,Argentina,SerieA,Maxi López,Udinese Calcio,2017-2018,3,2,,2017
2384,,Italy,SerieA,Fabrizio Cacciatore,Chievo Verona,2017-2018,3,2,,2017
2385,,Italy,SerieA,Daniele Verde,Hellas Verona,2017-2018,3,2,,2017
2386,,Brazil,SerieA,Rafael Tolói,Atalanta,2017-2018,4,1,,2017
2387,,Italy,SerieA,Danilo Cataldi,Benevento Calcio,2017-2018,4,1,,2017
2388,,Italy,SerieA,Pasquale Schiattarella,SPAL 2013 Ferrara,2017-2018,4,1,,2017
2389,,Italy,SerieA,Riccardo Saponara,ACF Fiorentina,2017-2018,5,0,,2017
2390,,Angola,SerieA,Bastos,Lazio Roma,2017-2018,0,4,132.,2017
2391,,Italy,SerieA,Giampaolo Pazzini,Hellas Verona,2017-2018,0,4,,2017
2392,,Italy,SerieA,Andrea Masiello,Atalanta,2017-2018,0,4,,2017
2393,,Italy,SerieA,Moise Kean,JuventusHellas Verona,2017-2018,0,4,,2017
2394,,Slovakia,SerieA,Milan Škriniar,Inter,2017-2018,0,4,,2017
2395,,Denmark,SerieA,Andreas Cornelius,Atalanta,2017-2018,1,3,,2017
2396,,Italy,SerieA,Mattia Caldara,Atalanta,2017-2018,1,3,,2017
2397,,Italy,SerieA,Sergio Floccari,SPAL 2013 Ferrara,2017-2018,1,3,,2017
2398,,Italy,SerieA,Marco Tumminello,AS RomaFC Crotone,2017-2018,1,3,,2017
2399,,France,SerieA,Blaise Matuidi,Juventus,2017-2018,1,3,,2017
2400,,Italy,SerieA,Alessandro Matri,Sassuolo Calcio,2017-2018,1,3,,2017
2401,,Chile,SerieA,Erick Pulgar,Bologna FC,2017-2018,1,3,,2017
2402,,Spain,SerieA,Raúl Albiol,SSC Napoli,2017-2018,1,3,,2017
2403,,Italy,SerieA,Éder,Inter,2017-2018,1,3,,2017
2404,,Ecuador,SerieA,Felipe Caicedo,Lazio Roma,2017-2018,1,3,,2017
2405,,Morocco,SerieA,Adel Taarabt,Genoa CFC,2017-2018,2,2,,2017
2406,,Brazil,SerieA,Guilherme,Benevento Calcio,2017-2018,2,2,,2017
2407,,Italy,SerieA,Luca Rigoni,Genoa CFC,2017-2018,2,2,,2017
2408,,Italy,SerieA,Daniele Rugani,Juventus,2017-2018,2,2,,2017
2409,,Portugal,SerieA,Gil Dias,ACF Fiorentina,2017-2018,2,2,,2017
2410,,Portugal,SerieA,João Cancelo,Inter,2017-2018,3,1,,2017
2411,,Spain,SerieA,Álex Berenguer,Torino FC,2017-2018,3,1,,2017
2412,,Argentina,SerieA,Cristian Ansaldi,InterTorino FC,2017-2018,3,1,,2017
2413,,Italy,SerieA,Davide Calabria,AC Milan,2017-2018,3,1,,2017
2414,,Italy,SerieA,Bruno Martella,FC Crotone,2017-2018,3,1,,2017
2415,,Belgium,SerieA,Dennis Praet,Sampdoria,2017-2018,3,1,,2017
2416,,Italy,SerieA,Andrea Nalini,FC Crotone,2017-2018,4,0,,2017
2417,,Slovenia,SerieA,Jasmin Kurtić,AtalantaSPAL 2013 Ferrara,2017-2018,0,3,159.,2017
2418,,Italy,SerieA,Luca Ceppitelli,Cagliari Calcio,2017-2018,0,3,,2017
2419,,Nigeria,SerieA,Orji Okwonkwo,Bologna FC,2017-2018,0,3,,2017
2420,,Italy,SerieA,Mattia Valoti,Hellas Verona,2017-2018,0,3,,2017
2421,,Italy,SerieA,Manuel Lazzari,SPAL 2013 Ferrara,2017-2018,1,2,,2017
2422,,Italy,SerieA,Pietro Iemmello,Benevento CalcioSassuolo Calcio,2017-2018,1,2,,2017
2423,,Portugal,SerieA,Iuri Medeiros,Genoa CFC,2017-2018,1,2,,2017
2424,,Brazil,SerieA,Gerson,AS Roma,2017-2018,1,2,,2017
2425,,Italy,SerieA,Andrea Barberis,FC Crotone,2017-2018,1,2,,2017
2426,,Italy,SerieA,Amato Ciciretti,Benevento Calcio,2017-2018,1,2,,2017
2427,,Italy,SerieA,Stefano Sensi,Sassuolo Calcio,2017-2018,1,2,,2017
2428,,Croatia,SerieA,Milan Badelj,ACF Fiorentina,2017-2018,1,2,,2017
2429,,Ghana,SerieA,Godfred Donsah,Bologna FC,2017-2018,1,2,,2017
2430,,Italy,SerieA,Diego Falcinelli,ACF FiorentinaSassuolo Calcio,2017-2018,1,2,,2017
2431,,Serbia,SerieA,Ivan Radovanović,Chievo Verona,2017-2018,2,1,,2017
2432,,Belgium,SerieA,Jordan Lukaku,Lazio Roma,2017-2018,2,1,,2017
2433,,Italy,SerieA,Federico Di Francesco,Bologna FC,2017-2018,2,1,,2017
2434,,Italy,SerieA,Massimo Gobbi,Chievo Verona,2017-2018,3,0,,2017
2435,,Portugal,SerieA,João Mário,Inter,2017-2018,3,0,,2017
2436,,Croatia,SerieA,Bruno Petković,Bologna FCHellas Verona,2017-2018,3,0,,2017
2437,,Sweden,SerieA,Oscar Hiljemark,Genoa CFC,2017-2018,3,0,,2017
2438,,Italy,SerieA,Alessio Romagnoli,AC Milan,2017-2018,0,2,180.,2017
2439,,Czech Republic,SerieA,Patrik Schick,AS Roma,2017-2018,0,2,,2017
2440,,Argentina,SerieA,Bruno Zuculini,Hellas Verona,2017-2018,0,2,,2017
2441,,Italy,SerieA,Marco Sau,Cagliari Calcio,2017-2018,0,2,,2017
2442,,Brazil,SerieA,Samir,Udinese Calcio,2017-2018,0,2,,2017
2443,,Italy,SerieA,Pietro Pellegri,Genoa CFC,2017-2018,0,2,,2017
2444,,Greece,SerieA,Kostas Manolas,AS Roma,2017-2018,0,2,,2017
2445,,Italy,SerieA,Rolando Mandragora,FC Crotone,2017-2018,0,2,,2017
2446,,Italy,SerieA,Andrea Poli,Bologna FC,2017-2018,0,2,,2017
2447,,Italy,SerieA,Manuel Pucciarelli,Chievo Verona,2017-2018,0,2,,2017
2448,,Sweden,SerieA,Marcus Rohdén,FC Crotone,2017-2018,0,2,,2017
2449,,Italy,SerieA,Luca Rizzo,AtalantaSPAL 2013 Ferrara,2017-2018,0,2,,2017
2450,,Italy,SerieA,Andrea Ranocchia,Inter,2017-2018,0,2,,2017
2451,,Italy,SerieA,Gianmarco Ferrari,Sampdoria,2017-2018,0,2,,2017
2452,,Cameroon,SerieA,Nicolas N'Koulou,Torino FC,2017-2018,0,2,,2017
2453,,Argentina,SerieA,Federico Fazio,AS Roma,2017-2018,0,2,,2017
2454,,Morocco,SerieA,Medhi Benatia,Juventus,2017-2018,0,2,,2017
2455,,Portugal,SerieA,André Silva,AC Milan,2017-2018,0,2,,2017
2456,,Spain,SerieA,Borja Valero,Inter,2017-2018,0,2,,2017
2457,,Italy,SerieA,Leonardo Bonucci,AC Milan,2017-2018,0,2,,2017
2458,,Italy,SerieA,Antonio Caracciolo,Hellas Verona,2017-2018,0,2,,2017
2459,,France,SerieA,Sebastien De Maio,Bologna FC,2017-2018,0,2,,2017
2460,,Netherlands,SerieA,Bram Nuytinck,Udinese Calcio,2017-2018,1,1,,2017
2461,,Italy,SerieA,Sergio Pellissier,Chievo Verona,2017-2018,1,1,,2017
2462,,Italy,SerieA,Davide Astori,ACF Fiorentina,2017-2018,1,1,,2017
2463,,Italy,SerieA,Federico Peluso,Sassuolo Calcio,2017-2018,1,1,,2017
2464,,Italy,SerieA,Federico Ricci,Genoa CFCFC CrotoneSassuolo Calcio,2017-2018,1,1,,2017
2465,,Italy,SerieA,Andrea Bertolacci,Genoa CFC,2017-2018,1,1,,2017
2466,,Denmark,SerieA,Jens Stryger Larsen,Udinese Calcio,2017-2018,1,1,,2017
2467,,Italy,SerieA,Riccardo Montolivo,AC Milan,2017-2018,1,1,,2017
2468,,Argentina,SerieA,Germán Pezzella,ACF Fiorentina,2017-2018,1,1,,2017
2469,,Serbia,SerieA,Jagoš Vuković,Hellas Verona,2017-2018,1,1,,2017
2470,,Switzerland,SerieA,Valon Behrami,Udinese Calcio,2017-2018,1,1,,2017
2471,,Libya,SerieA,Ahmad Benali,FC Crotone,2017-2018,1,1,,2017
2472,,Italy,SerieA,Simone Edera,Torino FC,2017-2018,1,1,,2017
2473,,France,SerieA,Valentin Eysseric,ACF Fiorentina,2017-2018,1,1,,2017
2474,,Germany,SerieA,Robin Gosens,Atalanta,2017-2018,1,1,,2017
2475,,Italy,SerieA,Daniele De Rossi,AS Roma,2017-2018,1,1,,2017
2476,,Guinea,SerieA,Amadou Diawara,SSC Napoli,2017-2018,1,1,,2017
2477,,Argentina,SerieA,Lucas Biglia,AC Milan,2017-2018,1,1,,2017
2478,,Italy,SerieA,Marco D'Alessandro,Benevento Calcio,2017-2018,1,1,,2017
2479,,Italy,SerieA,Simone Missiroli,Sassuolo Calcio,2017-2018,1,1,,2017
2480,,Italy,SerieA,Federico Ceccherini,FC Crotone,2017-2018,1,1,,2017
2481,,Iraq,SerieA,Ali Adnan,Udinese Calcio,2017-2018,2,0,,2017
2482,,Greece,SerieA,Charalampos Lykogiannis,Cagliari Calcio,2017-2018,2,0,,2017
2483,,Italy,SerieA,Nicola Murru,Sampdoria,2017-2018,2,0,,2017
2484,,Croatia,SerieA,Ivan Strinić,Sampdoria,2017-2018,2,0,,2017
2485,,Italy,SerieA,Cristiano Lombardi,Lazio RomaBenevento Calcio,2017-2018,2,0,,2017
2486,,Romania,SerieA,Stefan Radu,Lazio Roma,2017-2018,2,0,,2017
2487,,Italy,SerieA,Leonardo Spinazzola,Atalanta,2017-2018,2,0,,2017
2488,,Switzerland,SerieA,Stephan Lichtsteiner,Juventus,2017-2018,2,0,,2017
2489,,Moldova,SerieA,Artur Ioniță,Cagliari Calcio,2017-2018,2,0,,2017
2490,,Ghana,SerieA,Alfred Duncan,Sassuolo Calcio,2017-2018,2,0,,2017
2491,,Serbia,SerieA,Filip Đuričić,SampdoriaBenevento Calcio,2017-2018,2,0,,2017
2492,,Belgium,SerieA,Timothy Castagne,Atalanta,2017-2018,2,0,,2017
2493,,Italy,SerieA,Giorgio Chiellini,Juventus,2017-2018,2,0,,2017
2494,,Portugal,SerieA,Bruno Gaspar,ACF Fiorentina,2017-2018,2,0,,2017
2495,,Brazil,SerieA,Felipe,SPAL 2013 Ferrara,2017-2018,0,1,237.,2017
2496,,Uruguay,SerieA,César Falletti,Bologna FC,2017-2018,0,1,,2017
2497,,France,SerieA,Gregoire Defrel,AS Roma,2017-2018,0,1,,2017
2498,,Italy,SerieA,Alex Ferrari,Hellas Verona,2017-2018,0,1,,2017
2499,,Switzerland,SerieA,Blerim Džemaili,Bologna FC,2017-2018,0,1,,2017
2500,,Italy,SerieA,Edoardo Goldaniga,Sassuolo Calcio,2017-2018,0,1,,2017
2501,,Italy,SerieA,Armando Izzo,Genoa CFC,2017-2018,0,1,,2017
2502,,Sweden,SerieA,Svante Ingelsson,Udinese Calcio,2017-2018,0,1,,2017
2503,,Brazil,SerieA,Vitor Hugo,ACF Fiorentina,2017-2018,0,1,,2017
2504,,Germany,SerieA,Benedikt Höwedes,Juventus,2017-2018,0,1,,2017
2505,,Italy,SerieA,Mattia De Sciglio,Juventus,2017-2018,0,1,,2017
2506,,France,SerieA,Bryan Dabo,ACF Fiorentina,2017-2018,0,1,,2017
2507,,Sweden,SerieA,Samuel Armenteros,Benevento Calcio,2017-2018,0,1,,2017
2508,,Paraguay,SerieA,Edgar Barreto,Sampdoria,2017-2018,0,1,,2017
2509,,Belgium,SerieA,Samuel Bastien,Chievo Verona,2017-2018,0,1,,2017
2510,,Italy,SerieA,Marco Borriello,SPAL 2013 Ferrara,2017-2018,0,1,,2017
2511,,Argentina,SerieA,Ricardo Álvarez,Sampdoria,2017-2018,0,1,,2017
2512,,Ghana,SerieA,Afriyie Acquah,Torino FC,2017-2018,0,1,,2017
2513,,Italy,SerieA,Giovanni Crociata,FC Crotone,2017-2018,0,1,,2017
2514,,Poland,SerieA,Thiago Rangel Cionek,SPAL 2013 Ferrara,2017-2018,0,1,,2017
2515,,Italy,SerieA,Francesco Cassata,Sassuolo Calcio,2017-2018,0,1,,2017
2516,,Italy,SerieA,Ignazio Abate,AC Milan,2017-2018,0,1,,2017
2517,,Brazil,SerieA,Danilo,Udinese Calcio,2017-2018,0,1,,2017
2518,,France,SerieA,Yann Karamoh,Inter,2017-2018,0,1,,2017
2519,,Romania,SerieA,George Pușcaș,Benevento Calcio,2017-2018,0,1,,2017
2520,,Venezuela,SerieA,Tomás Rincón,Torino FC,2017-2018,0,1,,2017
2521,,Croatia,SerieA,Stipe Perica,Udinese Calcio,2017-2018,0,1,,2017
2522,,Argentina,SerieA,José Palomino,Atalanta,2017-2018,0,1,,2017
2523,,Italy,SerieA,Simone Padoin,Cagliari Calcio,2017-2018,0,1,,2017
2524,,Switzerland,SerieA,Ricardo Rodríguez,AC Milan,2017-2018,0,1,,2017
2525,,Croatia,SerieA,Marko Rog,SSC Napoli,2017-2018,0,1,,2017
2526,,Brazil,SerieA,Sandro,Benevento Calcio,2017-2018,0,1,,2017
2527,,Colombia,SerieA,Carlos Sánchez,ACF Fiorentina,2017-2018,0,1,,2017
2528,,France,SerieA,Bacary Sagna,Benevento Calcio,2017-2018,0,1,,2017
2529,,Italy,SerieA,Giuseppe Rossi,Genoa CFC,2017-2018,0,1,,2017
2530,,Hungary,SerieA,Ádám Nagy,Bologna FC,2017-2018,0,1,,2017
2531,,Croatia,SerieA,Lorenco Šimić,SPAL 2013 Ferrara,2017-2018,0,1,,2017
2532,,South Korea,SerieA,Seung-woo Lee,Hellas Verona,2017-2018,0,1,,2017
2533,,Italy,SerieA,Alberto Brignoli,Benevento Calcio,2017-2018,0,1,,2017
2534,,Morocco,SerieA,Achraf Lazaar,Benevento Calcio,2017-2018,0,1,,2017
2535,,Italy,SerieA,Lorenzo Tonelli,SSC Napoli,2017-2018,0,1,,2017
2536,,Uruguay,SerieA,Mauricio Lemos,Sassuolo Calcio,2017-2018,0,1,,2017
2537,,Italy,SerieA,Gaetano Letizia,Benevento Calcio,2017-2018,0,1,,2017
2538,,Netherlands,SerieA,Kevin Strootman,AS Roma,2017-2018,0,1,,2017
2539,,Portugal,SerieA,Miguel Veloso,Genoa CFC,2017-2018,0,1,,2017
2540,,Italy,SerieA,Gianluca Mancini,Atalanta,2017-2018,0,1,,2017
2541,,Senegal,SerieA,Ibrahima M'Baye,Bologna FC,2017-2018,0,1,,2017
2542,,Argentina,SerieA,Matías Silvestre,Sampdoria,2017-2018,0,1,,2017
2543,,Argentina,SerieA,Mateo Musacchio,AC Milan,2017-2018,1,0,,2017
2544,,Brazil,SerieA,Leandro Castán,AS RomaCagliari Calcio,2017-2018,1,0,,2017
2545,,Spain,SerieA,Pol Lirola,Sassuolo Calcio,2017-2018,1,0,,2017
2546,,Bosnia-Herzegovina,SerieA,Ervin Zukanović,Genoa CFC,2017-2018,1,0,,2017
2547,,Italy,SerieA,Francesco Zampano,Udinese Calcio,2017-2018,1,0,,2017
2548,,Serbia,SerieA,Darko Lazović,Genoa CFC,2017-2018,1,0,,2017
2549,,France,SerieA,Vincent Laurini,ACF Fiorentina,2017-2018,1,0,,2017
2550,,Netherlands,SerieA,Hans Hateboer,Atalanta,2017-2018,1,0,,2017
2551,,Albania,SerieA,Elseid Hysaj,SSC Napoli,2017-2018,1,0,,2017
2552,,Croatia,SerieA,Andrija Balić,Udinese Calcio,2017-2018,1,0,,2017
2553,,Italy,SerieA,Claudio Marchisio,Juventus,2017-2018,1,0,,2017
2554,,Italy,SerieA,Francesco Vicari,SPAL 2013 Ferrara,2017-2018,1,0,,2017
2555,,Algeria,SerieA,Saphir Taïder,Bologna FC,2017-2018,1,0,,2017
2556,,Brazil,SerieA,Matos,Udinese CalcioHellas Verona,2017-2018,1,0,,2017
2557,,Italy,SerieA,Aleandro Rosi,Genoa CFC,2017-2018,1,0,,2017
2558,,Italy,SerieA,Antonino Ragusa,Sassuolo Calcio,2017-2018,1,0,,2017
2559,,Ghana,SerieA,Kwadwo Asamoah,Juventus,2017-2018,1,0,,2017
2560,,Italy,SerieA,Mirko Antonucci,AS Roma,2017-2018,1,0,,2017
2561,,Italy,SerieA,Lorenzo Venuti,Benevento Calcio,2017-2018,1,0,,2017
2562,,Italy,SerieA,Adam Masina,Bologna FC,2017-2018,1,0,,2017
2563,,Italy,SerieA,Luca Mazzitelli,Sassuolo Calcio,2017-2018,1,0,,2017
2564,,France,SerieA,Maxime Gonalons,AS Roma,2017-2018,1,0,,2017
2565,,Italy,SerieA,Leonardo Capezzi,Sampdoria,2017-2018,1,0,,2017
2566,,Serbia,SerieA,Dušan Basta,Lazio Roma,2017-2018,1,0,,2017
2567,,Italy,SerieA,Andrea Barzagli,Juventus,2017-2018,1,0,,2017
2568,,Poland,SerieA,Bartosz Bereszyński,Sampdoria,2017-2018,1,0,,2017
2569,,Ghana,SerieA,Claud Adjapong,Sassuolo Calcio,2017-2018,1,0,,2017
2570,,Italy,SerieA,Davide Biraschi,Genoa CFC,2017-2018,1,0,,2017
2571,,Argentina,SerieA,Lucas Boyé,Torino FC,2017-2018,1,0,,2017
2572,,Switzerland,SerieA,Arlind Ajeti,FC Crotone,2017-2018,1,0,,2017
2573,,Italy,SerieA,Cristian Molinaro,Torino FC,2017-2018,1,0,,2017
2574,,Italy,SerieA,Andrea Cossu,Cagliari Calcio,2017-2018,1,0,,2017
2575,,Spain,SerieA,Patric,Lazio Roma,2017-2018,1,0,,2017
2576,,Algeria,SerieA,Mohamed Fares,Hellas Verona,2017-2018,1,0,,2017
2577,,Belgium,SerieA,Senna Miangue,Cagliari Calcio,2017-2018,1,0,,2017
2578,,Switzerland,SerieA,Berat Djimsiti,Benevento Calcio,2017-2018,1,0,,2017
2579,,Algeria,SerieA,Adam Ounas,SSC Napoli,2017-2018,1,0,,2017
2580,,Italy,SerieA,Filippo Costa,SPAL 2013 Ferrara,2017-2018,1,0,,2017
2581,,Italy,SerieA,Lorenzo Crisetig,Bologna FC,2017-2018,1,0,,2017
2582,,Italy,SerieA,Riccardo Orsolini,Bologna FCAtalanta,2017-2018,1,0,,2017
2583,,Italy,SerieA,Federico Mattiello,SPAL 2013 Ferrara,2017-2018,1,0,,2017
2584,,Uruguay,Laliga,Luis Suárez,FC Barcelona,2015-2016,16,40,1.,2015
2585,,Portugal,Laliga,Cristiano Ronaldo,Real Madrid,2015-2016,11,35,2.,2015
2586,,Argentina,Laliga,Lionel Messi,FC Barcelona,2015-2016,16,26,3.,2015
2587,,Brazil,Laliga,Neymar,FC Barcelona,2015-2016,12,24,4.,2015
2588,,France,Laliga,Karim Benzema,Real Madrid,2015-2016,7,24,5.,2015
2589,,Wales,Laliga,Gareth Bale,Real Madrid,2015-2016,10,19,6.,2015
2590,,France,Laliga,Antoine Griezmann,Atlético Madrid,2015-2016,5,22,7.,2015
2591,,Spain,Laliga,Aduriz,Athletic Bilbao,2015-2016,6,20,8.,2015
2592,,Spain,Laliga,Lucas Pérez,Deportivo La Coruña,2015-2016,8,17,9.,2015
2593,,Spain,Laliga,Rubén Castro,Real Betis,2015-2016,4,19,10.,2015
2594,,Spain,Laliga,Borja Bastón,SD Eibar,2015-2016,3,18,11.,2015
2595,,France,Laliga,Kevin Gameiro,Sevilla FC,2015-2016,4,16,12.,2015
2596,,Morocco,Laliga,Youssef El-Arabi,Granada CF,2015-2016,3,16,13.,2015
2597,,Spain,Laliga,Paco Alcácer,Valencia CF,2015-2016,6,13,,2015
2598,,Spain,Laliga,Nolito,Celta Vigo,2015-2016,7,12,,2015
2599,,Spain,Laliga,Jonathan Viera,UD Las Palmas,2015-2016,9,10,,2015
2600,,Spain,Laliga,Koke,Atlético Madrid,2015-2016,14,5,,2015
2601,,Spain,Laliga,Iago Aspas,Celta Vigo,2015-2016,4,14,18.,2015
2602,,Spain,Laliga,Fernando Torres,Atlético Madrid,2015-2016,5,11,19.,2015
2603,,Brazil,Laliga,Charles,Málaga CF,2015-2016,3,12,20.,2015
2604,,Congo DR,Laliga,Cédric Bakambu,Villarreal CF,2015-2016,3,12,,2015
2605,,Spain,Laliga,Sergi Enrich,SD Eibar,2015-2016,6,9,,2015
2606,,Colombia,Laliga,James Rodríguez,Real Madrid,2015-2016,8,7,,2015
2607,,Spain,Laliga,Soldado,Villarreal CF,2015-2016,10,5,,2015
2608,,Spain,Laliga,Marco Asensio,Espanyol Barcelona,2015-2016,10,4,25.,2015
2609,,Spain,Laliga,Agirretxe,Real Sociedad,2015-2016,0,13,26.,2015
2610,,Venezuela,Laliga,Miku,Rayo Vallecano,2015-2016,4,9,,2015
2611,,Spain,Laliga,Parejo,Valencia CF,2015-2016,5,8,,2015
2612,,Spain,Laliga,Raúl García,Athletic BilbaoAtlético Madrid,2015-2016,6,7,,2015
2613,,Spain,Laliga,Pablo Sarabia,Getafe CF,2015-2016,6,7,,2015
2614,,Chile,Laliga,Fabián Orellana,Celta Vigo,2015-2016,6,7,,2015
2615,,Spain,Laliga,Luis Alberto,Deportivo La Coruña,2015-2016,7,6,,2015
2616,,Spain,Laliga,Javi Guerra,Rayo Vallecano,2015-2016,0,12,33.,2015
2617,,Paraguay,Laliga,Antonio Sanabria,Sporting Gijón,2015-2016,1,11,,2015
2618,,Spain,Laliga,Morales,Levante UD,2015-2016,5,7,,2015
2619,,Spain,Laliga,Rubén Rochina,Granada CF,2015-2016,6,6,,2015
2620,,Spain,Laliga,Jony,Sporting Gijón,2015-2016,7,5,,2015
2621,,Spain,Laliga,Jozabed,Rayo Vallecano,2015-2016,2,9,38.,2015
2622,,Spain,Laliga,Williams,Athletic Bilbao,2015-2016,3,8,,2015
2623,,Spain,Laliga,Jesé,Real Madrid,2015-2016,6,5,,2015
2624,,Spain,Laliga,Susaeta,Athletic Bilbao,2015-2016,8,3,,2015
2625,,Germany,Laliga,Toni Kroos,Real Madrid,2015-2016,10,1,,2015
2626,,Brazil,Laliga,Willian José,UD Las Palmas,2015-2016,1,9,43.,2015
2627,,Brazil,Laliga,Deyverson,Levante UD,2015-2016,1,9,,2015
2628,,Spain,Laliga,Gerard,Espanyol Barcelona,2015-2016,3,7,,2015
2629,,Croatia,Laliga,Duje Čop,Málaga CF,2015-2016,3,7,,2015
2630,,Spain,Laliga,Lucas Vázquez,Real Madrid,2015-2016,6,4,,2015
2631,,Spain,Laliga,Isco,Real Madrid,2015-2016,7,3,,2015
2632,,Spain,Laliga,Trashorras,Rayo Vallecano,2015-2016,7,3,,2015
2633,,Brazil,Laliga,Jonathas,Real Sociedad,2015-2016,2,7,50.,2015
2634,,Croatia,Laliga,Ivan Rakitić,FC Barcelona,2015-2016,2,7,,2015
2635,,Spain,Laliga,Iborra,Sevilla FC,2015-2016,2,7,,2015
2636,,Spain,Laliga,Tana,UD Las Palmas,2015-2016,4,5,,2015
2637,,Argentina,Laliga,Ángel Correa,Atlético Madrid,2015-2016,4,5,,2015
2638,,Morocco,Laliga,Fayçal Fajr,Deportivo La Coruña,2015-2016,4,5,,2015
2639,,Mexico,Laliga,Carlos Vela,Real Sociedad,2015-2016,4,5,,2015
2640,,Spain,Laliga,Álvaro,Getafe CF,2015-2016,4,5,,2015
2641,,Portugal,Laliga,Bebé,Rayo Vallecano,2015-2016,6,3,,2015
2642,,Ecuador,Laliga,Felipe Caicedo,Espanyol Barcelona,2015-2016,0,8,59.,2015
2643,,Paraguay,Laliga,Hernán Pérez,Espanyol Barcelona,2015-2016,1,7,,2015
2644,,Nigeria,Laliga,Isaac Success,Granada CF,2015-2016,2,6,,2015
2645,,Italy,Laliga,Giuseppe Rossi,Levante UD,2015-2016,2,6,,2015
2646,,Argentina,Laliga,Sergio Araujo,UD Las Palmas,2015-2016,3,5,,2015
2647,,Venezuela,Laliga,Adalberto Peñaranda,Granada CF,2015-2016,3,5,,2015
2648,,Spain,Laliga,Adrián,Villarreal CF,2015-2016,4,4,,2015
2649,,Spain,Laliga,Saúl,SD Eibar,2015-2016,4,4,,2015
2650,,Ukraine,Laliga,Yevhen Konoplyanka,Sevilla FC,2015-2016,4,4,,2015
2651,,Spain,Laliga,Denis Suárez,Sevilla FCVillarreal CF,2015-2016,4,4,,2015
2652,,Croatia,Laliga,Alen Halilović,Sporting Gijón,2015-2016,5,3,,2015
2653,,Sweden,Laliga,John Guidetti,Celta Vigo,2015-2016,0,7,70.,2015
2654,,Spain,Laliga,Carlos Castro,Sporting Gijón,2015-2016,0,7,,2015
2655,,Spain,Laliga,Mikel Oyarzabal,Real Sociedad,2015-2016,1,6,,2015
2656,,Serbia,Laliga,Stefan Šćepović,Getafe CF,2015-2016,1,6,,2015
2657,,Argentina,Laliga,Éver Banega,Sevilla FC,2015-2016,2,5,,2015
2658,,Spain,Laliga,Llorente,Sevilla FC,2015-2016,3,4,,2015
2659,,Spain,Laliga,Pablo Hernández,Rayo Vallecano,2015-2016,4,3,,2015
2660,,Spain,Laliga,Embarba,Rayo Vallecano,2015-2016,5,2,,2015
2661,,Brazil,Laliga,Danilo,Real Madrid,2015-2016,5,2,,2015
2662,,Denmark,Laliga,Daniel Wass,Celta Vigo,2015-2016,5,2,,2015
2663,,Spain,Laliga,Capa,SD Eibar,2015-2016,5,2,,2015
